Time index,Year,Month,Day,Hour,Minute,Day of year,Minute of day,Time resolution_min,Load power_MW,Wind power_MW,PV power_MW,Hydropower output_MW,Pumped-storage generation_MW,Pumped-storage pumping_MW,Stored energy_MWh,Net load_MW,Curtailment_MW,Total supply_MW,Power deficit_MW,Power surplus_MW,Total supply with slack_MW,Power-balance error_MW,Power-deficit flag,TOU season code,General TOU period code,General TOU relative-price index,General TOU tariff_CNY_per_MWh,Yalong River proxy TOU period code,Yalong River proxy relative-price index,Yalong River proxy tariff_CNY_per_MWh,Tariff-policy applicability code
5780,2025,8,29,19,0,241,1140,60,10654.35000000,161.53000000,0.00000000,9292.82000000,1200.00000000,0.00000000,2691.58000000,10492.82000000,0.00000000,10654.35000000,0.00000000,0.00000000,10654.35000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5781,2025,8,29,20,0,241,1200,60,10754.23000000,158.60000000,0.00000000,9395.63000000,1200.00000000,0.00000000,1327.95000000,10595.63000000,0.00000000,10754.23000000,0.00000000,0.00000000,10754.23000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5782,2025,8,29,21,0,241,1260,60,10654.33000000,159.81000000,0.00000000,9294.52000000,1200.00000000,0.00000000,0.00000000,10494.52000000,0.00000000,10654.33000000,0.00000000,0.00000000,10654.33000000,0.00000000,1,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5783,2025,8,29,22,0,241,1320,60,10413.35000000,165.51000000,0.00000000,9936.00000000,0.00000000,0.00000000,0.00000000,10247.84000000,0.00000000,10101.51000000,311.84000000,0.00000000,10413.35000000,0.00000000,2,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5784,2025,8,29,23,0,241,1380,60,10153.71000000,175.77000000,0.00000000,9936.00000000,0.00000000,0.00000000,0.00000000,9977.94000000,0.00000000,10111.77000000,41.94000000,0.00000000,10153.71000000,0.00000000,2,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5785,2025,8,30,0,0,242,0,60,9188.77000000,160.35000000,0.00000000,9028.42000000,0.00000000,0.00000000,0.00000000,9028.42000000,0.00000000,9188.77000000,0.00000000,0.00000000,9188.77000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5786,2025,8,30,1,0,242,60,60,9105.86000000,169.54000000,0.00000000,8936.32000000,0.00000000,0.00000000,0.00000000,8936.32000000,0.00000000,9105.86000000,0.00000000,0.00000000,9105.86000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5787,2025,8,30,2,0,242,120,60,9044.51000000,183.20000000,0.00000000,8861.31000000,0.00000000,0.00000000,0.00000000,8861.31000000,0.00000000,9044.51000000,0.00000000,0.00000000,9044.51000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5788,2025,8,30,3,0,242,180,60,9029.89000000,200.31000000,0.00000000,8829.58000000,0.00000000,0.00000000,0.00000000,8829.58000000,0.00000000,9029.89000000,0.00000000,0.00000000,9029.89000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5789,2025,8,30,4,0,242,240,60,9079.92000000,219.70000000,0.00000000,8860.22000000,0.00000000,0.00000000,0.00000000,8860.22000000,0.00000000,9079.92000000,0.00000000,0.00000000,9079.92000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5790,2025,8,30,5,0,242,300,60,9199.32000000,240.09000000,0.00000000,8959.23000000,0.00000000,0.00000000,0.00000000,8959.23000000,0.00000000,9199.32000000,0.00000000,0.00000000,9199.32000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5791,2025,8,30,6,0,242,360,60,9375.46000000,260.19000000,85.01000000,9030.26000000,0.00000000,0.00000000,0.00000000,9030.26000000,0.00000000,9375.46000000,0.00000000,0.00000000,9375.46000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5792,2025,8,30,7,0,242,420,60,9573.85000000,278.77000000,529.03000000,8766.05000000,0.00000000,0.00000000,0.00000000,8766.05000000,0.00000000,9573.85000000,0.00000000,0.00000000,9573.85000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5793,2025,8,30,8,0,242,480,60,9740.80000000,294.77000000,1146.99000000,8299.04000000,0.00000000,0.00000000,0.00000000,8299.04000000,0.00000000,9740.80000000,0.00000000,0.00000000,9740.80000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5794,2025,8,30,9,0,242,540,60,9824.36000000,307.34000000,1815.54000000,7701.48000000,0.00000000,0.00000000,0.00000000,7701.48000000,0.00000000,9824.36000000,0.00000000,0.00000000,9824.36000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5795,2025,8,30,10,0,242,600,60,9805.95000000,315.91000000,2307.99000000,7182.06000000,0.00000000,0.00000000,0.00000000,7182.06000000,0.00000000,9805.95000000,0.00000000,0.00000000,9805.95000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5796,2025,8,30,11,0,242,660,60,9713.79000000,320.24000000,2527.80000000,7757.70000000,0.00000000,891.95000000,784.92000000,6865.75000000,0.00000000,9713.79000000,0.00000000,0.00000000,9713.79000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5797,2025,8,30,12,0,242,720,60,9601.61000000,320.39000000,2602.40000000,7589.43000000,0.00000000,910.60000000,1586.24000000,6678.83000000,0.00000000,9601.61000000,0.00000000,0.00000000,9601.61000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5798,2025,8,30,13,0,242,780,60,9514.17000000,316.75000000,2589.96000000,7514.95000000,0.00000000,907.49000000,2384.84000000,6607.46000000,0.00000000,9514.17000000,0.00000000,0.00000000,9514.17000000,0.00000000,1,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5799,2025,8,30,14,0,242,840,60,9472.87000000,310.00000000,2341.42000000,7666.81000000,0.00000000,845.35000000,3128.75000000,6821.46000000,0.00000000,9472.87000000,0.00000000,0.00000000,9472.87000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5800,2025,8,30,15,0,242,900,60,9488.91000000,301.03000000,1789.62000000,8105.67000000,0.00000000,707.40000000,3751.26000000,7398.26000000,0.00000000,9488.91000000,0.00000000,0.00000000,9488.91000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5801,2025,8,30,16,0,242,960,60,9580.83000000,290.91000000,1119.47000000,8170.45000000,0.00000000,0.00000000,3751.26000000,8170.45000000,0.00000000,9580.83000000,0.00000000,0.00000000,9580.83000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5802,2025,8,30,17,0,242,1020,60,9766.87000000,280.79000000,529.03000000,8957.05000000,0.00000000,0.00000000,3751.26000000,8957.05000000,0.00000000,9766.87000000,0.00000000,0.00000000,9766.87000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5803,2025,8,30,18,0,242,1080,60,10025.80000000,271.82000000,87.10000000,9666.88000000,0.00000000,0.00000000,3751.26000000,9666.88000000,0.00000000,10025.80000000,0.00000000,0.00000000,10025.80000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5804,2025,8,30,19,0,242,1140,60,10266.64000000,265.07000000,0.00000000,8801.57000000,1200.00000000,0.00000000,2387.63000000,10001.57000000,0.00000000,10266.64000000,0.00000000,0.00000000,10266.64000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5805,2025,8,30,20,0,242,1200,60,10366.52000000,261.44000000,0.00000000,8905.08000000,1200.00000000,0.00000000,1023.99000000,10105.08000000,0.00000000,10366.52000000,0.00000000,0.00000000,10366.52000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5806,2025,8,30,21,0,242,1260,60,10266.61000000,261.59000000,0.00000000,9936.00000000,0.00000000,0.00000000,1023.99000000,10005.02000000,0.00000000,10197.59000000,69.02000000,0.00000000,10266.61000000,0.00000000,2,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5807,2025,8,30,22,0,242,1320,60,10025.64000000,265.92000000,0.00000000,9759.72000000,0.00000000,0.00000000,1023.99000000,9759.72000000,0.00000000,10025.64000000,0.00000000,0.00000000,10025.64000000,0.00000000,1,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5808,2025,8,30,23,0,242,1380,60,9766.00000000,274.49000000,0.00000000,9491.51000000,0.00000000,0.00000000,1023.99000000,9491.51000000,0.00000000,9766.00000000,0.00000000,0.00000000,9766.00000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5809,2025,8,31,0,0,243,0,60,9200.99000000,234.98000000,0.00000000,8966.01000000,0.00000000,0.00000000,1023.99000000,8966.01000000,0.00000000,9200.99000000,0.00000000,0.00000000,9200.99000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5810,2025,8,31,1,0,243,60,60,9118.09000000,247.18000000,0.00000000,8870.91000000,0.00000000,0.00000000,1023.99000000,8870.91000000,0.00000000,9118.09000000,0.00000000,0.00000000,9118.09000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5811,2025,8,31,2,0,243,120,60,9056.74000000,263.85000000,0.00000000,8792.88000000,0.00000000,0.00000000,1023.99000000,8792.88000000,0.00000000,9056.74000000,0.00000000,0.00000000,9056.74000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5812,2025,8,31,3,0,243,180,60,9042.12000000,283.95000000,0.00000000,8758.17000000,0.00000000,0.00000000,1023.99000000,8758.17000000,0.00000000,9042.12000000,0.00000000,0.00000000,9042.12000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5813,2025,8,31,4,0,243,240,60,9092.14000000,306.25000000,0.00000000,8785.89000000,0.00000000,0.00000000,1023.99000000,8785.89000000,0.00000000,9092.14000000,0.00000000,0.00000000,9092.14000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5814,2025,8,31,5,0,243,300,60,9211.55000000,329.44000000,0.00000000,8882.10000000,0.00000000,0.00000000,1023.99000000,8882.10000000,0.00000000,9211.55000000,0.00000000,0.00000000,9211.55000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5815,2025,8,31,6,0,243,360,60,9387.69000000,352.18000000,77.94000000,8957.56000000,0.00000000,0.00000000,1023.99000000,8957.56000000,0.00000000,9387.69000000,0.00000000,0.00000000,9387.69000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5816,2025,8,31,7,0,243,420,60,9586.08000000,373.22000000,539.41000000,8673.45000000,0.00000000,0.00000000,1023.99000000,8673.45000000,0.00000000,9586.08000000,0.00000000,0.00000000,9586.08000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5817,2025,8,31,8,0,243,480,60,9753.03000000,391.44000000,1177.45000000,8184.15000000,0.00000000,0.00000000,1023.99000000,8184.15000000,0.00000000,9753.03000000,0.00000000,0.00000000,9753.03000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5818,2025,8,31,9,0,243,540,60,9836.58000000,405.98000000,1774.25000000,7656.36000000,0.00000000,0.00000000,1023.99000000,7656.36000000,0.00000000,9836.58000000,0.00000000,0.00000000,9836.58000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5819,2025,8,31,10,0,243,600,60,9818.18000000,416.24000000,2184.25000000,7217.70000000,0.00000000,0.00000000,1023.99000000,7217.70000000,0.00000000,9818.18000000,0.00000000,0.00000000,9818.18000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5820,2025,8,31,11,0,243,660,60,9726.02000000,421.94000000,2473.71000000,7708.79000000,0.00000000,878.43000000,1797.01000000,6830.36000000,0.00000000,9726.02000000,0.00000000,0.00000000,9726.02000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5821,2025,8,31,12,0,243,720,60,9613.84000000,423.15000000,2691.47000000,7432.09000000,0.00000000,932.87000000,2617.93000000,6499.23000000,0.00000000,9613.84000000,0.00000000,0.00000000,9613.84000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5822,2025,8,31,13,0,243,780,60,9526.40000000,420.22000000,2674.17000000,7360.55000000,0.00000000,928.54000000,3435.05000000,6432.01000000,0.00000000,9526.40000000,0.00000000,0.00000000,9526.40000000,0.00000000,1,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5823,2025,8,31,14,0,243,840,60,9485.10000000,413.82000000,2291.97000000,7612.30000000,0.00000000,832.99000000,4168.08000000,6779.31000000,0.00000000,9485.10000000,0.00000000,0.00000000,9485.10000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5824,2025,8,31,15,0,243,900,60,9501.14000000,404.85000000,1690.86000000,8088.14000000,0.00000000,682.71000000,4768.87000000,7405.43000000,0.00000000,9501.14000000,0.00000000,0.00000000,9501.14000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5825,2025,8,31,16,0,243,960,60,9593.05000000,394.38000000,1089.18000000,8109.49000000,0.00000000,0.00000000,4768.87000000,8109.49000000,0.00000000,9593.05000000,0.00000000,0.00000000,9593.05000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5826,2025,8,31,17,0,243,1020,60,9779.10000000,383.55000000,539.41000000,8856.14000000,0.00000000,0.00000000,4768.87000000,8856.14000000,0.00000000,9779.10000000,0.00000000,0.00000000,9779.10000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5827,2025,8,31,18,0,243,1080,60,10038.03000000,373.53000000,84.26000000,9580.24000000,0.00000000,0.00000000,4768.87000000,9580.24000000,0.00000000,10038.03000000,0.00000000,0.00000000,10038.03000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5828,2025,8,31,19,0,243,1140,60,10278.87000000,365.40000000,0.00000000,8713.47000000,1200.00000000,0.00000000,3405.24000000,9913.47000000,0.00000000,10278.87000000,0.00000000,0.00000000,10278.87000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5829,2025,8,31,20,0,243,1200,60,10378.75000000,360.08000000,0.00000000,8818.67000000,1200.00000000,0.00000000,2041.60000000,10018.67000000,0.00000000,10378.75000000,0.00000000,0.00000000,10378.75000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5830,2025,8,31,21,0,243,1260,60,10278.84000000,358.26000000,0.00000000,8720.58000000,1200.00000000,0.00000000,677.96000000,9920.58000000,0.00000000,10278.84000000,0.00000000,0.00000000,10278.84000000,0.00000000,1,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5831,2025,8,31,22,0,243,1320,60,10037.86000000,360.36000000,0.00000000,9677.50000000,0.00000000,0.00000000,677.96000000,9677.50000000,0.00000000,10037.86000000,0.00000000,0.00000000,10037.86000000,0.00000000,1,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5832,2025,8,31,23,0,243,1380,60,9778.23000000,366.48000000,0.00000000,9411.75000000,0.00000000,0.00000000,677.96000000,9411.75000000,0.00000000,9778.23000000,0.00000000,0.00000000,9778.23000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5833,2025,9,1,0,0,244,0,60,9613.16000000,282.48000000,0.00000000,9330.68000000,0.00000000,0.00000000,677.96000000,9330.68000000,0.00000000,9613.16000000,0.00000000,0.00000000,9613.16000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5834,2025,9,1,1,0,244,60,60,9530.26000000,297.59000000,0.00000000,9232.67000000,0.00000000,0.00000000,677.96000000,9232.67000000,0.00000000,9530.26000000,0.00000000,0.00000000,9530.26000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5835,2025,9,1,2,0,244,120,60,9468.90000000,317.06000000,0.00000000,9151.85000000,0.00000000,0.00000000,677.96000000,9151.85000000,0.00000000,9468.90000000,0.00000000,0.00000000,9468.90000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5836,2025,9,1,3,0,244,180,60,9454.29000000,339.80000000,0.00000000,9114.49000000,0.00000000,0.00000000,677.96000000,9114.49000000,0.00000000,9454.29000000,0.00000000,0.00000000,9454.29000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5837,2025,9,1,4,0,244,240,60,9504.31000000,364.55000000,0.00000000,9139.76000000,0.00000000,0.00000000,677.96000000,9139.76000000,0.00000000,9504.31000000,0.00000000,0.00000000,9504.31000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5838,2025,9,1,5,0,244,300,60,9623.71000000,389.97000000,0.00000000,9233.74000000,0.00000000,0.00000000,677.96000000,9233.74000000,0.00000000,9623.71000000,0.00000000,0.00000000,9623.71000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5839,2025,9,1,6,0,244,360,60,9799.85000000,414.68000000,74.41000000,9310.76000000,0.00000000,0.00000000,677.96000000,9310.76000000,0.00000000,9799.85000000,0.00000000,0.00000000,9799.85000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5840,2025,9,1,7,0,244,420,60,9998.24000000,437.40000000,543.43000000,9017.42000000,0.00000000,0.00000000,677.96000000,9017.42000000,0.00000000,9998.24000000,0.00000000,0.00000000,9998.24000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5841,2025,9,1,8,0,244,480,60,10165.20000000,457.00000000,1134.69000000,8573.51000000,0.00000000,0.00000000,677.96000000,8573.51000000,0.00000000,10165.20000000,0.00000000,0.00000000,10165.20000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5842,2025,9,1,9,0,244,540,60,10248.75000000,472.59000000,1657.62000000,8118.55000000,0.00000000,0.00000000,677.96000000,8118.55000000,0.00000000,10248.75000000,0.00000000,0.00000000,10248.75000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5843,2025,9,1,10,0,244,600,60,10230.35000000,483.56000000,2111.78000000,7635.01000000,0.00000000,0.00000000,677.96000000,7635.01000000,0.00000000,10230.35000000,0.00000000,0.00000000,10230.35000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5844,2025,9,1,11,0,244,660,60,10138.19000000,489.62000000,2530.57000000,8010.64000000,0.00000000,892.64000000,1463.49000000,7118.00000000,0.00000000,10138.19000000,0.00000000,0.00000000,10138.19000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5845,2025,9,1,12,0,244,720,60,10026.01000000,490.82000000,2751.26000000,7731.74000000,0.00000000,947.82000000,2297.57000000,6783.93000000,0.00000000,10026.01000000,0.00000000,0.00000000,10026.01000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5846,2025,9,1,13,0,244,780,60,9938.57000000,487.54000000,2592.30000000,7766.80000000,0.00000000,908.08000000,3096.67000000,6858.73000000,0.00000000,9938.57000000,0.00000000,0.00000000,9938.57000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5847,2025,9,1,14,0,244,840,60,9897.27000000,480.43000000,2144.93000000,8068.14000000,0.00000000,796.23000000,3797.36000000,7271.91000000,0.00000000,9897.27000000,0.00000000,0.00000000,9897.27000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5848,2025,9,1,15,0,244,900,60,9913.31000000,470.41000000,1632.00000000,8478.89000000,0.00000000,668.00000000,4385.20000000,7810.89000000,0.00000000,9913.31000000,0.00000000,0.00000000,9913.31000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5849,2025,9,1,16,0,244,960,60,10005.22000000,458.56000000,1107.67000000,8438.99000000,0.00000000,0.00000000,4385.20000000,8438.99000000,0.00000000,10005.22000000,0.00000000,0.00000000,10005.22000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5850,2025,9,1,17,0,244,1020,60,10191.26000000,446.05000000,543.43000000,9201.79000000,0.00000000,0.00000000,4385.20000000,9201.79000000,0.00000000,10191.26000000,0.00000000,0.00000000,10191.26000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5851,2025,9,1,18,0,244,1080,60,10450.20000000,434.06000000,76.23000000,9936.00000000,0.00000000,0.00000000,4385.20000000,9939.91000000,0.00000000,10446.28000000,3.92000000,0.00000000,10450.20000000,0.00000000,2,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5852,2025,9,1,19,0,244,1140,60,10691.03000000,423.70000000,0.00000000,9067.33000000,1200.00000000,0.00000000,3021.56000000,10267.33000000,0.00000000,10691.03000000,0.00000000,0.00000000,10691.03000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5853,2025,9,1,20,0,244,1200,60,10790.91000000,415.92000000,0.00000000,9174.99000000,1200.00000000,0.00000000,1657.92000000,10374.99000000,0.00000000,10790.91000000,0.00000000,0.00000000,10790.91000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5854,2025,9,1,21,0,244,1260,60,10691.01000000,411.46000000,0.00000000,9079.54000000,1200.00000000,0.00000000,294.29000000,10279.54000000,0.00000000,10691.01000000,0.00000000,0.00000000,10691.01000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
