Time index,Year,Month,Day,Hour,Minute,Day of year,Minute of day,Time resolution_min,Load power_MW,Wind power_MW,PV power_MW,Hydropower output_MW,Pumped-storage generation_MW,Pumped-storage pumping_MW,Stored energy_MWh,Net load_MW,Curtailment_MW,Total supply_MW,Power deficit_MW,Power surplus_MW,Total supply with slack_MW,Power-balance error_MW,Power-deficit flag,TOU season code,General TOU period code,General TOU relative-price index,General TOU tariff_CNY_per_MWh,Yalong River proxy TOU period code,Yalong River proxy relative-price index,Yalong River proxy tariff_CNY_per_MWh,Tariff-policy applicability code
5685,2025,8,25,20,0,237,1200,60,10704.58000000,193.57000000,0.00000000,9311.01000000,1200.00000000,0.00000000,1626.19000000,10511.01000000,0.00000000,10704.58000000,0.00000000,0.00000000,10704.58000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5686,2025,8,25,21,0,237,1260,60,10604.67000000,189.11000000,0.00000000,9215.56000000,1200.00000000,0.00000000,262.55000000,10415.56000000,0.00000000,10604.67000000,0.00000000,0.00000000,10604.67000000,0.00000000,1,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5687,2025,8,25,22,0,237,1320,60,10363.70000000,190.33000000,0.00000000,9936.00000000,0.00000000,0.00000000,262.55000000,10173.37000000,0.00000000,10126.33000000,237.37000000,0.00000000,10363.70000000,0.00000000,2,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5688,2025,8,25,23,0,237,1380,60,10104.06000000,197.33000000,0.00000000,9906.73000000,0.00000000,0.00000000,262.55000000,9906.73000000,0.00000000,10104.06000000,0.00000000,0.00000000,10104.06000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5689,2025,8,26,0,0,238,0,60,9539.31000000,194.85000000,0.00000000,9344.46000000,0.00000000,0.00000000,262.55000000,9344.46000000,0.00000000,9539.31000000,0.00000000,0.00000000,9539.31000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5690,2025,8,26,1,0,238,60,60,9456.41000000,197.82000000,0.00000000,9258.59000000,0.00000000,0.00000000,262.55000000,9258.59000000,0.00000000,9456.41000000,0.00000000,0.00000000,9456.41000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5691,2025,8,26,2,0,238,120,60,9395.05000000,204.20000000,0.00000000,9190.85000000,0.00000000,0.00000000,262.55000000,9190.85000000,0.00000000,9395.05000000,0.00000000,0.00000000,9395.05000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5692,2025,8,26,3,0,238,180,60,9380.44000000,213.09000000,0.00000000,9167.34000000,0.00000000,0.00000000,262.55000000,9167.34000000,0.00000000,9380.44000000,0.00000000,0.00000000,9380.44000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5693,2025,8,26,4,0,238,240,60,9430.46000000,223.44000000,0.00000000,9207.02000000,0.00000000,0.00000000,262.55000000,9207.02000000,0.00000000,9430.46000000,0.00000000,0.00000000,9430.46000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5694,2025,8,26,5,0,238,300,60,9549.86000000,234.08000000,0.00000000,9315.79000000,0.00000000,0.00000000,262.55000000,9315.79000000,0.00000000,9549.86000000,0.00000000,0.00000000,9549.86000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5695,2025,8,26,6,0,238,360,60,9726.00000000,243.85000000,97.51000000,9384.64000000,0.00000000,0.00000000,262.55000000,9384.64000000,0.00000000,9726.00000000,0.00000000,0.00000000,9726.00000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5696,2025,8,26,7,0,238,420,60,9924.39000000,251.69000000,540.10000000,9132.61000000,0.00000000,0.00000000,262.55000000,9132.61000000,0.00000000,9924.39000000,0.00000000,0.00000000,9924.39000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5697,2025,8,26,8,0,238,480,60,10091.35000000,256.67000000,1137.70000000,8696.98000000,0.00000000,0.00000000,262.55000000,8696.98000000,0.00000000,10091.35000000,0.00000000,0.00000000,10091.35000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5698,2025,8,26,9,0,238,540,60,10174.90000000,258.10000000,1685.29000000,8231.51000000,0.00000000,0.00000000,262.55000000,8231.51000000,0.00000000,10174.90000000,0.00000000,0.00000000,10174.90000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5699,2025,8,26,10,0,238,600,60,10156.50000000,255.58000000,2049.66000000,7851.25000000,0.00000000,0.00000000,262.55000000,7851.25000000,0.00000000,10156.50000000,0.00000000,0.00000000,10156.50000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5700,2025,8,26,11,0,238,660,60,10064.33000000,249.01000000,2308.91000000,8343.64000000,0.00000000,837.23000000,999.31000000,7506.42000000,0.00000000,10064.33000000,0.00000000,0.00000000,10064.33000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5701,2025,8,26,12,0,238,720,60,9952.16000000,238.61000000,2517.81000000,8085.19000000,0.00000000,889.45000000,1782.03000000,7195.74000000,0.00000000,9952.16000000,0.00000000,0.00000000,9952.16000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5702,2025,8,26,13,0,238,780,60,9864.72000000,224.92000000,2512.71000000,8015.26000000,0.00000000,888.18000000,2563.63000000,7127.08000000,0.00000000,9864.72000000,0.00000000,0.00000000,9864.72000000,0.00000000,1,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5703,2025,8,26,14,0,238,840,60,9823.42000000,208.75000000,2159.62000000,8254.95000000,0.00000000,799.91000000,3267.55000000,7455.04000000,0.00000000,9823.42000000,0.00000000,0.00000000,9823.42000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5704,2025,8,26,15,0,238,900,60,9839.45000000,191.13000000,1599.48000000,8708.71000000,0.00000000,659.87000000,3848.23000000,8048.84000000,0.00000000,9839.45000000,0.00000000,0.00000000,9839.45000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5705,2025,8,26,16,0,238,960,60,9931.37000000,173.25000000,1045.42000000,8712.69000000,0.00000000,0.00000000,3848.23000000,8712.69000000,0.00000000,9931.37000000,0.00000000,0.00000000,9931.37000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5706,2025,8,26,17,0,238,1020,60,10117.41000000,156.38000000,540.10000000,9420.94000000,0.00000000,0.00000000,3848.23000000,9420.94000000,0.00000000,10117.41000000,0.00000000,0.00000000,10117.41000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5707,2025,8,26,18,0,238,1080,60,10376.34000000,141.74000000,106.12000000,9936.00000000,0.00000000,0.00000000,3848.23000000,10128.48000000,0.00000000,10183.86000000,192.48000000,0.00000000,10376.34000000,0.00000000,2,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5708,2025,8,26,19,0,238,1140,60,10617.18000000,130.50000000,0.00000000,9286.68000000,1200.00000000,0.00000000,2484.59000000,10486.68000000,0.00000000,10617.18000000,0.00000000,0.00000000,10617.18000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5709,2025,8,26,20,0,238,1200,60,10717.06000000,123.61000000,0.00000000,9393.45000000,1200.00000000,0.00000000,1120.96000000,10593.45000000,0.00000000,10717.06000000,0.00000000,0.00000000,10717.06000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5710,2025,8,26,21,0,238,1260,60,10617.16000000,121.79000000,0.00000000,9936.00000000,0.00000000,0.00000000,1120.96000000,10495.36000000,0.00000000,10057.79000000,559.37000000,0.00000000,10617.16000000,0.00000000,2,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5711,2025,8,26,22,0,238,1320,60,10376.18000000,125.46000000,0.00000000,9936.00000000,0.00000000,0.00000000,1120.96000000,10250.72000000,0.00000000,10061.46000000,314.72000000,0.00000000,10376.18000000,0.00000000,2,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5712,2025,8,26,23,0,238,1380,60,10116.54000000,134.70000000,0.00000000,9936.00000000,0.00000000,0.00000000,1120.96000000,9981.85000000,0.00000000,10070.70000000,45.84000000,0.00000000,10116.54000000,0.00000000,2,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5713,2025,8,27,0,0,239,0,60,9551.75000000,107.79000000,0.00000000,9443.96000000,0.00000000,0.00000000,1120.96000000,9443.96000000,0.00000000,9551.75000000,0.00000000,0.00000000,9551.75000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5714,2025,8,27,1,0,239,60,60,9468.85000000,110.94000000,0.00000000,9357.90000000,0.00000000,0.00000000,1120.96000000,9357.90000000,0.00000000,9468.85000000,0.00000000,0.00000000,9468.85000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5715,2025,8,27,2,0,239,120,60,9407.49000000,117.86000000,0.00000000,9289.63000000,0.00000000,0.00000000,1120.96000000,9289.63000000,0.00000000,9407.49000000,0.00000000,0.00000000,9407.49000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5716,2025,8,27,3,0,239,180,60,9392.87000000,127.63000000,0.00000000,9265.24000000,0.00000000,0.00000000,1120.96000000,9265.24000000,0.00000000,9392.87000000,0.00000000,0.00000000,9392.87000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5717,2025,8,27,4,0,239,240,60,9442.90000000,139.19000000,0.00000000,9303.71000000,0.00000000,0.00000000,1120.96000000,9303.71000000,0.00000000,9442.90000000,0.00000000,0.00000000,9442.90000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5718,2025,8,27,5,0,239,300,60,9562.30000000,151.37000000,0.00000000,9410.94000000,0.00000000,0.00000000,1120.96000000,9410.94000000,0.00000000,9562.30000000,0.00000000,0.00000000,9562.30000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5719,2025,8,27,6,0,239,360,60,9738.44000000,162.97000000,99.38000000,9476.09000000,0.00000000,0.00000000,1120.96000000,9476.09000000,0.00000000,9738.44000000,0.00000000,0.00000000,9738.44000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5720,2025,8,27,7,0,239,420,60,9936.83000000,172.91000000,571.10000000,9192.82000000,0.00000000,0.00000000,1120.96000000,9192.82000000,0.00000000,9936.83000000,0.00000000,0.00000000,9936.83000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5721,2025,8,27,8,0,239,480,60,10103.78000000,180.24000000,1145.27000000,8778.28000000,0.00000000,0.00000000,1120.96000000,8778.28000000,0.00000000,10103.78000000,0.00000000,0.00000000,10103.78000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5722,2025,8,27,9,0,239,540,60,10187.34000000,184.22000000,1643.13000000,8359.99000000,0.00000000,0.00000000,1120.96000000,8359.99000000,0.00000000,10187.34000000,0.00000000,0.00000000,10187.34000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5723,2025,8,27,10,0,239,600,60,10168.94000000,184.43000000,2075.02000000,7909.49000000,0.00000000,0.00000000,1120.96000000,7909.49000000,0.00000000,10168.94000000,0.00000000,0.00000000,10168.94000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5724,2025,8,27,11,0,239,660,60,10076.77000000,180.71000000,2480.29000000,8295.84000000,0.00000000,880.07000000,1895.42000000,7415.77000000,0.00000000,10076.77000000,0.00000000,0.00000000,10076.77000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5725,2025,8,27,12,0,239,720,60,9964.60000000,173.27000000,2697.10000000,8028.50000000,0.00000000,934.28000000,2717.58000000,7094.23000000,0.00000000,9964.60000000,0.00000000,0.00000000,9964.60000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5726,2025,8,27,13,0,239,780,60,9877.15000000,162.58000000,2543.07000000,8067.27000000,0.00000000,895.77000000,3505.86000000,7171.50000000,0.00000000,9877.15000000,0.00000000,0.00000000,9877.15000000,0.00000000,1,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5727,2025,8,27,14,0,239,840,60,9835.86000000,149.43000000,2108.86000000,8364.78000000,0.00000000,787.22000000,4198.61000000,7577.56000000,0.00000000,9835.86000000,0.00000000,0.00000000,9835.86000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5728,2025,8,27,15,0,239,900,60,9851.89000000,134.80000000,1616.75000000,8764.53000000,0.00000000,664.19000000,4783.10000000,8100.34000000,0.00000000,9851.89000000,0.00000000,0.00000000,9851.89000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5729,2025,8,27,16,0,239,960,60,9943.81000000,119.83000000,1116.99000000,8706.98000000,0.00000000,0.00000000,4783.10000000,8706.98000000,0.00000000,9943.81000000,0.00000000,0.00000000,9943.81000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5730,2025,8,27,17,0,239,1020,60,10129.85000000,105.75000000,571.10000000,9453.00000000,0.00000000,0.00000000,4783.10000000,9453.00000000,0.00000000,10129.85000000,0.00000000,0.00000000,10129.85000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5731,2025,8,27,18,0,239,1080,60,10388.78000000,93.76000000,101.90000000,9936.00000000,0.00000000,0.00000000,4783.10000000,10193.13000000,0.00000000,10131.66000000,257.12000000,0.00000000,10388.78000000,0.00000000,2,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5732,2025,8,27,19,0,239,1140,60,10629.62000000,84.97000000,0.00000000,9344.65000000,1200.00000000,0.00000000,3419.46000000,10544.65000000,0.00000000,10629.62000000,0.00000000,0.00000000,10629.62000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5733,2025,8,27,20,0,239,1200,60,10729.50000000,80.31000000,0.00000000,9449.19000000,1200.00000000,0.00000000,2055.82000000,10649.19000000,0.00000000,10729.50000000,0.00000000,0.00000000,10729.50000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5734,2025,8,27,21,0,239,1260,60,10629.59000000,80.46000000,0.00000000,9349.14000000,1200.00000000,0.00000000,692.19000000,10549.14000000,0.00000000,10629.59000000,0.00000000,0.00000000,10629.59000000,0.00000000,1,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5735,2025,8,27,22,0,239,1320,60,10388.62000000,85.81000000,0.00000000,9936.00000000,0.00000000,0.00000000,692.19000000,10302.81000000,0.00000000,10021.81000000,366.81000000,0.00000000,10388.62000000,0.00000000,2,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5736,2025,8,27,23,0,239,1380,60,10128.98000000,96.42000000,0.00000000,9936.00000000,0.00000000,0.00000000,692.19000000,10032.56000000,0.00000000,10032.42000000,96.56000000,0.00000000,10128.98000000,0.00000000,2,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5737,2025,8,28,0,0,240,0,60,9564.14000000,72.00000000,0.00000000,9492.14000000,0.00000000,0.00000000,692.19000000,9492.14000000,0.00000000,9564.14000000,0.00000000,0.00000000,9564.14000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5738,2025,8,28,1,0,240,60,60,9481.24000000,75.41000000,0.00000000,9405.83000000,0.00000000,0.00000000,692.19000000,9405.83000000,0.00000000,9481.24000000,0.00000000,0.00000000,9481.24000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5739,2025,8,28,2,0,240,120,60,9419.88000000,83.86000000,0.00000000,9336.02000000,0.00000000,0.00000000,692.19000000,9336.02000000,0.00000000,9419.88000000,0.00000000,0.00000000,9419.88000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5740,2025,8,28,3,0,240,180,60,9405.27000000,95.46000000,0.00000000,9309.80000000,0.00000000,0.00000000,692.19000000,9309.80000000,0.00000000,9405.27000000,0.00000000,0.00000000,9405.27000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5741,2025,8,28,4,0,240,240,60,9455.29000000,109.13000000,0.00000000,9346.16000000,0.00000000,0.00000000,692.19000000,9346.16000000,0.00000000,9455.29000000,0.00000000,0.00000000,9455.29000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5742,2025,8,28,5,0,240,300,60,9574.69000000,123.64000000,0.00000000,9451.05000000,0.00000000,0.00000000,692.19000000,9451.05000000,0.00000000,9574.69000000,0.00000000,0.00000000,9574.69000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5743,2025,8,28,6,0,240,360,60,9750.83000000,137.80000000,100.09000000,9512.94000000,0.00000000,0.00000000,692.19000000,9512.94000000,0.00000000,9750.83000000,0.00000000,0.00000000,9750.83000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5744,2025,8,28,7,0,240,420,60,9949.22000000,150.46000000,567.95000000,9230.81000000,0.00000000,0.00000000,692.19000000,9230.81000000,0.00000000,9949.22000000,0.00000000,0.00000000,9949.22000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5745,2025,8,28,8,0,240,480,60,10116.18000000,160.65000000,1109.05000000,8846.48000000,0.00000000,0.00000000,692.19000000,8846.48000000,0.00000000,10116.18000000,0.00000000,0.00000000,10116.18000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5746,2025,8,28,9,0,240,540,60,10199.73000000,167.59000000,1652.81000000,8379.34000000,0.00000000,0.00000000,692.19000000,8379.34000000,0.00000000,10199.73000000,0.00000000,0.00000000,10199.73000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5747,2025,8,28,10,0,240,600,60,10181.33000000,170.80000000,2212.90000000,7797.63000000,0.00000000,0.00000000,692.19000000,7797.63000000,0.00000000,10181.33000000,0.00000000,0.00000000,10181.33000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5748,2025,8,28,11,0,240,660,60,10089.16000000,170.10000000,2640.01000000,8199.05000000,0.00000000,920.00000000,1501.79000000,7279.05000000,0.00000000,10089.16000000,0.00000000,0.00000000,10089.16000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5749,2025,8,28,12,0,240,720,60,9976.99000000,165.64000000,2718.09000000,8032.78000000,0.00000000,939.52000000,2328.57000000,7093.25000000,0.00000000,9976.99000000,0.00000000,0.00000000,9976.99000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5750,2025,8,28,13,0,240,780,60,9889.55000000,157.87000000,2476.19000000,8134.54000000,0.00000000,879.05000000,3102.13000000,7255.49000000,0.00000000,9889.55000000,0.00000000,0.00000000,9889.55000000,0.00000000,1,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5751,2025,8,28,14,0,240,840,60,9848.25000000,147.51000000,2124.64000000,8367.26000000,0.00000000,791.16000000,3798.35000000,7576.09000000,0.00000000,9848.25000000,0.00000000,0.00000000,9848.25000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5752,2025,8,28,15,0,240,900,60,9864.28000000,135.52000000,1721.46000000,8697.67000000,0.00000000,690.36000000,4405.87000000,8007.31000000,0.00000000,9864.28000000,0.00000000,0.00000000,9864.28000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5753,2025,8,28,16,0,240,960,60,9956.20000000,123.01000000,1182.42000000,8650.77000000,0.00000000,0.00000000,4405.87000000,8650.77000000,0.00000000,9956.20000000,0.00000000,0.00000000,9956.20000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5754,2025,8,28,17,0,240,1020,60,10142.24000000,111.15000000,567.95000000,9463.14000000,0.00000000,0.00000000,4405.87000000,9463.14000000,0.00000000,10142.24000000,0.00000000,0.00000000,10142.24000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5755,2025,8,28,18,0,240,1080,60,10401.17000000,101.13000000,93.88000000,9936.00000000,0.00000000,0.00000000,4405.87000000,10206.17000000,0.00000000,10131.01000000,270.16000000,0.00000000,10401.17000000,0.00000000,2,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5756,2025,8,28,19,0,240,1140,60,10642.01000000,94.03000000,0.00000000,9347.99000000,1200.00000000,0.00000000,3042.24000000,10547.99000000,0.00000000,10642.01000000,0.00000000,0.00000000,10642.01000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5757,2025,8,28,20,0,240,1200,60,10741.89000000,90.74000000,0.00000000,9451.15000000,1200.00000000,0.00000000,1678.60000000,10651.15000000,0.00000000,10741.89000000,0.00000000,0.00000000,10741.89000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5758,2025,8,28,21,0,240,1260,60,10641.99000000,91.95000000,0.00000000,9350.04000000,1200.00000000,0.00000000,314.96000000,10550.04000000,0.00000000,10641.99000000,0.00000000,0.00000000,10641.99000000,0.00000000,1,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5759,2025,8,28,22,0,240,1320,60,10401.01000000,98.01000000,0.00000000,9936.00000000,0.00000000,0.00000000,314.96000000,10303.00000000,0.00000000,10034.01000000,367.00000000,0.00000000,10401.01000000,0.00000000,2,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5760,2025,8,28,23,0,240,1380,60,10141.37000000,108.98000000,0.00000000,9936.00000000,0.00000000,0.00000000,314.96000000,10032.40000000,0.00000000,10044.98000000,96.39000000,0.00000000,10141.37000000,0.00000000,2,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5761,2025,8,29,0,0,241,0,60,9576.48000000,94.18000000,0.00000000,9482.30000000,0.00000000,0.00000000,314.96000000,9482.30000000,0.00000000,9576.48000000,0.00000000,0.00000000,9576.48000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5762,2025,8,29,1,0,241,60,60,9493.58000000,100.65000000,0.00000000,9392.93000000,0.00000000,0.00000000,314.96000000,9392.93000000,0.00000000,9493.58000000,0.00000000,0.00000000,9493.58000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5763,2025,8,29,2,0,241,120,60,9432.22000000,111.44000000,0.00000000,9320.78000000,0.00000000,0.00000000,314.96000000,9320.78000000,0.00000000,9432.22000000,0.00000000,0.00000000,9432.22000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5764,2025,8,29,3,0,241,180,60,9417.61000000,125.60000000,0.00000000,9292.01000000,0.00000000,0.00000000,314.96000000,9292.01000000,0.00000000,9417.61000000,0.00000000,0.00000000,9417.61000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5765,2025,8,29,4,0,241,240,60,9467.63000000,141.98000000,0.00000000,9325.65000000,0.00000000,0.00000000,314.96000000,9325.65000000,0.00000000,9467.63000000,0.00000000,0.00000000,9467.63000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5766,2025,8,29,5,0,241,300,60,9587.03000000,159.36000000,0.00000000,9427.67000000,0.00000000,0.00000000,314.96000000,9427.67000000,0.00000000,9587.03000000,0.00000000,0.00000000,9587.03000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5767,2025,8,29,6,0,241,360,60,9763.17000000,176.47000000,94.41000000,9492.29000000,0.00000000,0.00000000,314.96000000,9492.29000000,0.00000000,9763.17000000,0.00000000,0.00000000,9763.17000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
5768,2025,8,29,7,0,241,420,60,9961.56000000,192.14000000,541.82000000,9227.60000000,0.00000000,0.00000000,314.96000000,9227.60000000,0.00000000,9961.56000000,0.00000000,0.00000000,9961.56000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5769,2025,8,29,8,0,241,480,60,10128.52000000,205.34000000,1102.98000000,8820.19000000,0.00000000,0.00000000,314.96000000,8820.19000000,0.00000000,10128.52000000,0.00000000,0.00000000,10128.52000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5770,2025,8,29,9,0,241,540,60,10212.07000000,215.27000000,1743.43000000,8253.37000000,0.00000000,0.00000000,314.96000000,8253.37000000,0.00000000,10212.07000000,0.00000000,0.00000000,10212.07000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5771,2025,8,29,10,0,241,600,60,10193.67000000,221.39000000,2332.64000000,7639.64000000,0.00000000,0.00000000,314.96000000,7639.64000000,0.00000000,10193.67000000,0.00000000,0.00000000,10193.67000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
5772,2025,8,29,11,0,241,660,60,10101.51000000,223.49000000,2639.73000000,8158.22000000,0.00000000,919.93000000,1124.51000000,7238.28000000,0.00000000,10101.51000000,0.00000000,0.00000000,10101.51000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5773,2025,8,29,12,0,241,720,60,9989.33000000,221.67000000,2628.52000000,8056.27000000,0.00000000,917.13000000,1931.58000000,7139.14000000,0.00000000,9989.33000000,0.00000000,0.00000000,9989.33000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5774,2025,8,29,13,0,241,780,60,9901.89000000,216.35000000,2476.45000000,8088.20000000,0.00000000,879.11000000,2705.20000000,7209.08000000,0.00000000,9901.89000000,0.00000000,0.00000000,9901.89000000,0.00000000,1,3,4,1.92000000,864.00000000,3,1.60000000,720.00000000,2
5775,2025,8,29,14,0,241,840,60,9860.59000000,208.22000000,2244.75000000,8228.81000000,0.00000000,821.19000000,3427.85000000,7407.62000000,0.00000000,9860.59000000,0.00000000,0.00000000,9860.59000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5776,2025,8,29,15,0,241,900,60,9876.63000000,198.20000000,1811.70000000,8579.65000000,0.00000000,712.92000000,4055.22000000,7866.73000000,0.00000000,9876.63000000,0.00000000,0.00000000,9876.63000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5777,2025,8,29,16,0,241,960,60,9968.54000000,187.37000000,1175.71000000,8605.46000000,0.00000000,0.00000000,4055.22000000,8605.46000000,0.00000000,9968.54000000,0.00000000,0.00000000,9968.54000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5778,2025,8,29,17,0,241,1020,60,10154.58000000,176.89000000,541.82000000,9435.87000000,0.00000000,0.00000000,4055.22000000,9435.87000000,0.00000000,10154.58000000,0.00000000,0.00000000,10154.58000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
5779,2025,8,29,18,0,241,1080,60,10413.52000000,167.93000000,88.57000000,9936.00000000,0.00000000,0.00000000,4055.22000000,10157.02000000,0.00000000,10192.49000000,221.03000000,0.00000000,10413.52000000,0.00000000,2,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
